symbol,name,reportDate,fiscalDateEnding,estimate,currency
CAZGF,CAZGF,2024-07-30,2024-06-30,,USD
CAZGF,CAZGF,2024-11-11,2024-09-30,,USD
CAZGF,CAZGF,2025-04-28,2025-03-31,,USD
CB,Chubb Ltd,2024-07-23,2024-06-30,5.36,USD
CB,Chubb Ltd,2024-10-22,2024-09-30,,USD
CB,Chubb Ltd,2025-01-28,2024-12-31,,USD
CB,Chubb Ltd,2025-04-21,2025-03-31,,USD
CBAN,Colony Bankcorp Inc,2024-07-24,2024-06-30,0.3,USD
CBAN,Colony Bankcorp Inc,2024-10-23,2024-09-30,,USD
CBAN,Colony Bankcorp Inc,2025-01-22,2024-12-31,,USD
CBAN,Colony Bankcorp Inc,2025-05-16,2025-03-31,,USD
CBAOF,CBAOF,2024-07-18,2024-06-30,,USD
CBAOF,CBAOF,2024-10-24,2024-09-30,,USD
CBAOF,CBAOF,2025-02-20,2024-12-31,,USD
CBAT,CBAK Energy Technology Inc,2024-08-07,2024-06-30,0.07,USD
CBAT,CBAK Energy Technology Inc,2024-11-07,2024-09-30,,USD
CBAT,CBAK Energy Technology Inc,2025-03-13,2024-12-31,,USD
CBAUF,CBAUF,2024-08-07,2024-06-30,,AUD
CBAUF,CBAUF,2024-10-09,2024-09-30,,AUD
CBAY,CBAY,2024-08-08,2024-06-30,,USD
CBAY,CBAY,2024-11-05,2024-09-30,,USD
CBAY,CBAY,2025-02-26,2024-12-31,,USD
CBBHF,CBBHF,2024-07-28,2024-06-30,,USD
CBBHF,CBBHF,2024-11-21,2024-09-30,,USD
CBBHF,CBBHF,2025-03-11,2024-12-31,,USD
CBDBY,CBDBY,2024-07-25,2024-06-30,,BRL
CBDBY,CBDBY,2024-10-23,2024-09-30,,BRL
CBDBY,CBDBY,2025-02-19,2024-12-31,,BRL
CBDBY,CBDBY,2025-05-05,2025-03-31,,BRL
CBDS,CBDS,2024-08-19,2024-06-30,,USD
CBDS,CBDS,2024-11-18,2024-09-30,,USD
CBDY,CBDY,2024-08-09,2024-06-30,,USD
CBDY,CBDY,2024-11-06,2024-09-30,,USD
CBDY,CBDY,2025-03-18,2024-12-31,,USD
CBFV,CB Financial Services Inc,2024-07-26,2024-06-30,0.51,USD
CBFV,CB Financial Services Inc,2024-10-25,2024-09-30,,USD
CBFV,CB Financial Services Inc,2025-01-29,2024-12-31,,USD
CBFV,CB Financial Services Inc,2025-04-24,2025-03-31,,USD
CBGPF,CBGPF,2024-09-19,2024-07-31,,USD
CBGPF,CBGPF,2025-03-17,2025-01-31,,USD
CBGPY,CBGPY,2024-09-19,2024-07-31,,GBP
CBGPY,CBGPY,2025-03-17,2025-01-31,,GBP
CBGZF,CBGZF,2024-09-25,2024-06-30,,CAD
CBIO,CBIO,2024-08-12,2024-06-30,,USD
CBIO,CBIO,2024-10-24,2024-09-30,,USD
CBKM,CBKM,2024-08-08,2024-06-30,,USD
CBKM,CBKM,2024-10-25,2024-09-30,,USD
CBKM,CBKM,2025-01-17,2024-12-31,,USD
CBKM,CBKM,2025-04-16,2025-03-31,,USD
CBLDF,CBLDF,2024-08-28,2024-06-30,,ZAR
CBLDF,CBLDF,2024-11-26,2024-09-30,,ZAR
CBLNF,CBLNF,2024-07-30,2024-06-30,,USD
CBLNF,CBLNF,2025-03-10,2024-12-31,,USD
CBLNY,CBLNY,2024-07-30,2024-06-30,,USD
CBLNY,CBLNY,2025-03-10,2024-12-31,,USD
CBLUF,CBLUF,2024-08-23,2024-06-30,,CNY
CBNK,Capital Bancorp Inc,2024-07-25,2024-06-30,0.58,USD
CBNK,Capital Bancorp Inc,2024-10-21,2024-09-30,,USD
CBNK,Capital Bancorp Inc,2025-01-20,2024-12-31,,USD
CBNK,Capital Bancorp Inc,2025-04-21,2025-03-31,,USD
CBNT,CBNT,2024-08-12,2024-06-30,,USD
CBNT,CBNT,2024-11-12,2024-09-30,,USD
CBNT,CBNT,2025-03-31,2024-12-31,,USD
CBNT,CBNT,2025-05-12,2025-03-31,,USD
CBOE,Cboe Global Markets Inc,2024-08-02,2024-06-30,2.09,USD
CBOE,Cboe Global Markets Inc,2024-11-01,2024-09-30,,USD
CBOE,Cboe Global Markets Inc,2025-01-31,2024-12-31,,USD
CBOE,Cboe Global Markets Inc,2025-05-01,2025-03-31,,USD
CBRE,CBRE Group Inc - Class A,2024-07-25,2024-06-30,0.78,USD
CBRE,CBRE Group Inc - Class A,2024-10-25,2024-09-30,,USD
CBRE,CBRE Group Inc - Class A,2025-02-13,2024-12-31,,USD
CBRE,CBRE Group Inc - Class A,2025-05-01,2025-03-31,,USD
CBRL,Cracker Barrel Old Country Store Inc,2024-09-11,2024-07-31,1.17,USD
CBRL,Cracker Barrel Old Country Store Inc,2024-11-28,2024-08-31,1.17,USD
CBRL,Cracker Barrel Old Country Store Inc,2024-11-28,2024-10-31,,USD
CBRL,Cracker Barrel Old Country Store Inc,2025-02-25,2024-11-30,,USD
CBRL,Cracker Barrel Old Country Store Inc,2025-02-25,2025-01-31,,USD
CBSH,Commerce Bancshares Inc,2024-07-18,2024-06-30,0.88,USD
CBSH,Commerce Bancshares Inc,2024-10-16,2024-09-30,,USD
CBSH,Commerce Bancshares Inc,2025-01-16,2024-12-31,,USD
CBSH,Commerce Bancshares Inc,2025-04-14,2025-03-31,,USD
CBSTF,CBSTF,2024-08-12,2024-06-30,-0.05,USD
CBSTF,CBSTF,2024-11-12,2024-09-30,,USD
CBSTF,CBSTF,2025-03-11,2024-12-31,,USD
CBT,Cabot Corp,2024-08-05,2024-06-30,1.72,USD
CBT,Cabot Corp,2024-11-04,2024-09-30,,USD
CBT,Cabot Corp,2025-02-03,2024-12-31,,USD
CBTN,CBTN,2024-07-15,2024-06-30,,USD
CBTTF,CBTTF,2024-08-27,2024-06-30,,CAD
CBTTF,CBTTF,2024-11-26,2024-09-30,,CAD
CBTTF,CBTTF,2025-03-31,2024-12-31,,CAD
CBTTF,CBTTF,2025-05-28,2025-03-31,,CAD
CBU,Community Bank System Inc,2024-07-29,2024-06-30,0.81,USD
CBU,Community Bank System Inc,2024-10-22,2024-09-30,,USD
CBU,Community Bank System Inc,2025-01-21,2024-12-31,,USD
CBU,Community Bank System Inc,2025-04-21,2025-03-31,,USD
CBULF,CBULF,2024-07-05,2024-06-30,,CAD
CBUMF,CBUMF,2024-08-23,2024-06-30,,USD
CBUMF,CBUMF,2024-10-25,2024-09-30,,USD
CBUMF,CBUMF,2025-03-26,2024-12-31,,USD
CBUMF,CBUMF,2025-04-28,2025-03-31,,USD
CBUMY,CBUMY,2024-08-23,2024-06-30,,USD
CBUMY,CBUMY,2024-10-25,2024-09-30,,USD
CBUMY,CBUMY,2025-03-26,2024-12-31,,USD
CBUMY,CBUMY,2025-04-28,2025-03-31,,USD
CBUS,Cibus Global Ltd. Class A,2024-08-07,2024-06-30,-0.81,USD
CBUS,Cibus Global Ltd. Class A,2024-11-07,2024-09-30,,USD
CBUS,Cibus Global Ltd. Class A,2025-03-19,2024-12-31,,USD
CBUS,Cibus Global Ltd. Class A,2025-05-30,2025-03-31,-1.01,USD
CBUTF,CBUTF,2024-08-26,2024-06-30,,CAD
CBUTF,CBUTF,2024-11-28,2024-09-30,,CAD
CBUTF,CBUTF,2025-06-02,2025-03-31,,CAD
CBWBF,CBWBF,2024-08-30,2024-07-31,,CAD
CBWBF,CBWBF,2024-12-06,2024-10-31,,CAD
CBWBF,CBWBF,2025-02-27,2025-01-31,,CAD
CBWTF,CBWTF,2024-08-12,2024-06-30,,USD
CBWTF,CBWTF,2024-11-11,2024-09-30,,USD
CBWTF,CBWTF,2025-03-24,2024-12-31,,USD
CBWTF,CBWTF,2025-05-12,2025-03-31,,USD
CBYDF,CBYDF,2024-08-21,2024-06-30,,CAD
CBYDF,CBYDF,2024-11-07,2024-09-30,,CAD
CBYDF,CBYDF,2025-02-05,2024-12-31,,CAD
CBZ,Cbiz Inc,2024-07-25,2024-06-30,0.68,USD
CBZ,Cbiz Inc,2024-10-24,2024-09-30,,USD
CBZ,Cbiz Inc,2025-02-13,2024-12-31,,USD
CBZ,Cbiz Inc,2025-05-09,2025-03-31,,USD
CC,Chemours Company,2024-07-25,2024-06-30,0.6,USD
CC,Chemours Company,2024-10-24,2024-09-30,,USD
CC,Chemours Company,2025-02-26,2024-12-31,,USD
CC,Chemours Company,2025-05-21,2025-03-31,,USD
CCAP,Crescent Capital BDC Inc,2024-08-07,2024-06-30,,USD
CCAP,Crescent Capital BDC Inc,2024-11-06,2024-09-30,,USD
CCAP,Crescent Capital BDC Inc,2025-02-19,2024-12-31,,USD
CCARF,CCARF,2024-12-13,2024-10-31,,CAD
CCB,Coastal Financial Corp,2024-07-25,2024-06-30,0.8,USD
CCB,Coastal Financial Corp,2024-10-25,2024-09-30,,USD
CCB,Coastal Financial Corp,2025-01-28,2024-12-31,,USD
CCB,Coastal Financial Corp,2025-04-28,2025-03-31,,USD
CCBC,CCBC,2024-07-19,2024-06-30,,USD
CCBC,CCBC,2024-10-18,2024-09-30,,USD
CCBC,CCBC,2025-01-17,2024-12-31,,USD
CCBC,CCBC,2025-04-17,2025-03-31,,USD
CCBG,Capital City Bank Group Inc,2024-07-23,2024-06-30,0.72,USD
CCBG,Capital City Bank Group Inc,2024-10-22,2024-09-30,,USD
CCBG,Capital City Bank Group Inc,2025-01-21,2024-12-31,,USD
CCBG,Capital City Bank Group Inc,2025-04-21,2025-03-31,,USD
CCCC,C4 Therapeutics Inc,2024-08-06,2024-06-30,-0.37,USD
CCCC,C4 Therapeutics Inc,2024-10-30,2024-09-30,,USD
CCCC,C4 Therapeutics Inc,2025-02-20,2024-12-31,,USD
CCCC,C4 Therapeutics Inc,2025-05-06,2025-03-31,-0.35,USD
CCCHF,CCCHF,2024-08-28,2024-07-31,,AUD
CCCHF,CCCHF,2024-11-20,2024-10-31,,AUD
CCCHF,CCCHF,2025-02-25,2025-01-31,,AUD
CCCMF,CCCMF,2024-09-23,2024-06-30,,EUR
CCCMF,CCCMF,2024-11-25,2024-09-30,,EUR
CCCMF,CCCMF,2025-02-11,2024-12-31,,EUR
CCCMF,CCCMF,2025-06-05,2025-03-31,,EUR
CCCS,CCC Intelligent Solutions Holdings Inc,2024-07-30,2024-06-30,0.08,USD
CCCS,CCC Intelligent Solutions Holdings Inc,2024-11-04,2024-09-30,,USD
CCCS,CCC Intelligent Solutions Holdings Inc,2025-02-26,2024-12-31,,USD
CCCS,CCC Intelligent Solutions Holdings Inc,2025-04-28,2025-03-31,,USD
CCDBF,CCDBF,2024-08-07,2024-06-30,,USD
CCDBF,CCDBF,2024-11-06,2024-09-30,,USD
CCDBF,CCDBF,2025-02-19,2024-12-31,,USD
CCDBF,CCDBF,2025-05-06,2025-03-31,,USD
CCEDF,CCEDF,2025-05-30,2025-02-28,,CAD
CCEGF,CCEGF,2024-07-10,2024-06-30,,USD
CCEL,Cryo-Cell International Inc,2024-07-12,2024-05-31,0.04,USD
CCEL,Cryo-Cell International Inc,2024-10-10,2024-08-31,,USD
CCEL,Cryo-Cell International Inc,2025-02-26,2024-11-30,,USD
CCEL,Cryo-Cell International Inc,2025-04-14,2025-02-28,,USD
CCEP,Coca-Cola Europacific Partners Plc,2025-05-22,2025-03-31,,EUR
CCF,CCF,2024-07-04,2024-05-31,,USD
CCF,CCF,2024-11-07,2024-08-31,,USD
CCFN,CCFN,2024-08-21,2024-06-30,,USD
CCFN,CCFN,2024-10-22,2024-09-30,,USD
CCFN,CCFN,2025-03-10,2024-12-31,,USD
CCFN,CCFN,2025-04-23,2025-03-31,,USD
CCGDF,CCGDF,2024-08-27,2024-06-30,,CNY
CCGDF,CCGDF,2025-03-24,2024-12-31,,CNY
CCGFF,CCGFF,2024-07-29,2024-06-30,,USD
CCGFF,CCGFF,2024-10-29,2024-09-30,,USD
CCGFF,CCGFF,2025-01-28,2024-12-31,,USD
CCGPY,CCGPY,2024-07-12,2024-05-31,,USD
CCGPY,CCGPY,2024-10-24,2024-08-31,,USD
CCHBF,CCHBF,2024-08-07,2024-06-30,,USD
CCHGY,CCHGY,2024-08-07,2024-06-30,,EUR
CCHGY,CCHGY,2025-05-21,2025-03-31,,EUR
CCHWF,CCHWF,2024-08-12,2024-06-30,,USD
CCI,Crown Castle Inc,2024-07-17,2024-06-30,0.67,USD
CCI,Crown Castle Inc,2024-10-16,2024-09-30,,USD
CCI,Crown Castle Inc,2025-01-22,2024-12-31,,USD
CCI,Crown Castle Inc,2025-05-22,2025-03-31,,USD
CCJ,Cameco Corp,2024-07-31,2024-06-30,0.18,CAD
CCJ,Cameco Corp,2024-10-29,2024-09-30,,CAD
CCJ,Cameco Corp,2025-02-06,2024-12-31,,CAD
CCJ,Cameco Corp,2025-04-28,2025-03-31,,CAD
CCK,Crown Holdings Inc,2024-07-22,2024-06-30,1.59,USD
CCK,Crown Holdings Inc,2024-10-21,2024-09-30,,USD
CCK,Crown Holdings Inc,2025-02-03,2024-12-31,,USD
CCK,Crown Holdings Inc,2025-04-28,2025-03-31,,USD
CCL,Carnival Corp (Paired Stock),2024-06-24,2024-05-31,-0.02,USD
CCL,Carnival Corp (Paired Stock),2024-09-27,2024-08-31,,USD
CCL,Carnival Corp (Paired Stock),2024-12-19,2024-11-30,,USD
CCL,Carnival Corp (Paired Stock),2025-04-04,2025-02-28,,USD
CCLD,CareCloud Inc,2024-08-01,2024-06-30,-0.03,USD
CCLD,CareCloud Inc,2024-10-31,2024-09-30,,USD
CCLD,CareCloud Inc,2025-03-19,2024-12-31,,USD
CCLD,CareCloud Inc,2025-05-12,2025-03-31,,USD
CCLDO,CareCloud Inc,2024-08-01,2024-06-30,,USD
CCLDO,CareCloud Inc,2024-10-31,2024-09-30,,USD
CCLDO,CareCloud Inc,2025-03-19,2024-12-31,,USD
CCLDO,CareCloud Inc,2025-05-12,2025-03-31,,USD
CCLDP,CareCloud Inc,2024-08-01,2024-06-30,,USD
CCLDP,CareCloud Inc,2024-10-31,2024-09-30,,USD
CCLDP,CareCloud Inc,2025-03-19,2024-12-31,,USD
CCLDP,CareCloud Inc,2025-05-12,2025-03-31,,USD
CCLHF,CCLHF,2025-05-19,2025-03-31,,HKD
CCLLF,CCLLF,2024-08-07,2024-06-30,,USD
CCLLF,CCLLF,2024-11-06,2024-09-30,,USD
CCLLF,CCLLF,2025-02-19,2024-12-31,,USD
CCLLF,CCLLF,2025-05-06,2025-03-31,,USD
CCLP,CCLP,2024-08-05,2024-06-30,,USD
CCLP,CCLP,2024-10-31,2024-09-30,,USD
CCLP,CCLP,2025-02-27,2024-12-31,,USD
CCM,Concord Medical Services,2024-10-14,2024-09-30,,CNY
CCNB,CCNB,2024-07-24,2024-06-30,,USD
CCNB,CCNB,2024-10-23,2024-09-30,,USD
CCNB,CCNB,2025-01-22,2024-12-31,,USD
CCNB,CCNB,2025-04-22,2025-03-31,,USD
CCNCF,CCNCF,2024-08-01,2024-06-30,,USD
CCNCF,CCNCF,2024-10-31,2024-09-30,,USD
CCNE,CNB Financial Corp (PA),2024-07-18,2024-06-30,0.51,USD
CCNE,CNB Financial Corp (PA),2024-10-21,2024-09-30,,USD
CCNE,CNB Financial Corp (PA),2025-01-21,2024-12-31,,USD
CCNE,CNB Financial Corp (PA),2025-04-14,2025-03-31,,USD
CCNEP,CNB Financial Corp (PA),2024-07-18,2024-06-30,,USD
CCNEP,CNB Financial Corp (PA),2024-10-21,2024-09-30,,USD
CCNEP,CNB Financial Corp (PA),2025-01-21,2024-12-31,,USD
CCNEP,CNB Financial Corp (PA),2025-04-14,2025-03-31,,USD
CCNTF,CCNTF,2024-07-31,2024-06-30,,USD
CCNTF,CCNTF,2024-11-06,2024-09-30,,USD
CCNTF,CCNTF,2025-02-05,2024-12-31,,USD
CCO,Clear Channel Outdoor Holdings Inc,2024-08-05,2024-06-30,-0.05,USD
CCO,Clear Channel Outdoor Holdings Inc,2024-11-06,2024-09-30,,USD
CCO,Clear Channel Outdoor Holdings Inc,2025-02-24,2024-12-31,,USD
CCOEF,CCOEF,2024-07-24,2024-06-30,,USD
CCOEF,CCOEF,2024-10-24,2024-09-30,,USD
CCOEF,CCOEF,2025-01-29,2024-12-31,,USD
CCOEF,CCOEF,2025-05-07,2025-03-31,,USD
CCOEY,CCOEY,2024-07-24,2024-06-30,,JPY
CCOEY,CCOEY,2024-10-24,2024-09-30,,JPY
CCOEY,CCOEY,2025-01-29,2024-12-31,,JPY
CCOEY,CCOEY,2025-05-07,2025-03-31,,JPY
CCOHF,CCOHF,2024-08-22,2024-06-30,,HKD
CCOHF,CCOHF,2025-03-19,2024-12-31,,HKD
CCOI,Cogent Communications Holdings Inc,2024-08-08,2024-06-30,-1.27,USD
CCOI,Cogent Communications Holdings Inc,2024-11-07,2024-09-30,,USD
CCOI,Cogent Communications Holdings Inc,2025-02-26,2024-12-31,,USD
CCOI,Cogent Communications Holdings Inc,2025-05-07,2025-03-31,,USD
CCOJF,CCOJF,2024-08-07,2024-06-30,,USD
CCOJF,CCOJF,2024-11-07,2024-09-30,,USD
CCOJF,CCOJF,2025-02-12,2024-12-31,,USD
CCOJY,CCOJY,2024-08-07,2024-06-30,,JPY
CCOJY,CCOJY,2024-11-07,2024-09-30,,JPY
CCOJY,CCOJY,2025-02-12,2024-12-31,,JPY
CCORF,CCORF,2024-08-13,2024-06-30,,CAD
CCORF,CCORF,2024-11-12,2024-09-30,,CAD
CCORF,CCORF,2025-02-05,2024-12-31,,CAD
CCORF,CCORF,2025-06-03,2025-03-31,,CAD
CCOZF,CCOZF,2024-06-28,2024-03-31,,USD
CCOZF,CCOZF,2024-08-22,2024-06-30,,USD
CCOZY,CCOZY,2024-06-28,2024-03-31,0.8913,USD
CCOZY,CCOZY,2024-08-22,2024-06-30,,USD
CCPPF,CCPPF,2024-08-01,2024-06-30,,USD
CCPPF,CCPPF,2025-02-26,2024-12-31,,USD
CCPPF,CCPPF,2025-05-23,2025-03-31,,USD
CCRD,CoreCard Corporation - Class A,2024-07-31,2024-06-30,0.07,USD
CCRD,CoreCard Corporation - Class A,2024-10-30,2024-09-30,,USD
CCRD,CoreCard Corporation - Class A,2025-02-12,2024-12-31,,USD
CCRD,CoreCard Corporation - Class A,2025-04-30,2025-03-31,,USD
CCRN,Cross Country Healthcares Inc,2024-07-31,2024-06-30,0.13,USD
CCRN,Cross Country Healthcares Inc,2024-10-30,2024-09-30,,USD
CCRN,Cross Country Healthcares Inc,2025-02-19,2024-12-31,,USD
CCRN,Cross Country Healthcares Inc,2025-04-29,2025-03-31,,USD
CCS,Century Communities Inc,2024-07-24,2024-06-30,2.46,USD
CCS,Century Communities Inc,2024-10-23,2024-09-30,,USD
CCS,Century Communities Inc,2025-01-29,2024-12-31,,USD
CCS,Century Communities Inc,2025-04-22,2025-03-31,,USD
CCSI,Consensus Cloud Solutions Inc,2024-08-08,2024-06-30,1.32,USD
CCTTF,CCTTF,2024-08-16,2024-06-30,,HKD
CCU,Compania Cervecerias Unidas S.A.,2024-08-07,2024-06-30,0.09,CLP
CCU,Compania Cervecerias Unidas S.A.,2024-11-06,2024-09-30,,CLP
CCU,Compania Cervecerias Unidas S.A.,2025-02-25,2024-12-31,,CLP
CCVTF,CCVTF,2024-06-24,2024-03-31,,CNY
CCVTF,CCVTF,2024-08-23,2024-06-30,,CNY
CCVTF,CCVTF,2025-03-24,2024-12-31,,CNY
CCWOF,CCWOF,2024-10-30,2024-09-30,,CAD
CD,CD,2024-08-29,2024-06-30,,CNY
CDBDF,CDBDF,2024-10-23,2024-09-30,,GBP
CDBDF,CDBDF,2025-03-26,2024-12-31,,GBP
CDBMF,CDBMF,2024-09-12,2024-06-30,,CAD
CDCTF,CDCTF,2024-07-25,2024-06-30,,USD
CDCTF,CDCTF,2024-10-24,2024-09-30,,USD
CDCTF,CDCTF,2025-01-23,2024-12-31,,USD
CDCTF,CDCTF,2025-05-07,2025-03-31,,USD
CDDRF,CDDRF,2024-08-01,2024-06-30,,USD
CDDRF,CDDRF,2024-11-07,2024-09-30,,USD
CDDRF,CDDRF,2025-03-05,2024-12-31,,USD
CDDRF,CDDRF,2025-05-09,2025-03-31,,USD
CDE,Coeur Mining Inc,2024-08-07,2024-06-30,-0.01,USD
CDE,Coeur Mining Inc,2024-11-06,2024-09-30,,USD
CDE,Coeur Mining Inc,2025-02-19,2024-12-31,,USD
CDE,Coeur Mining Inc,2025-04-29,2025-03-31,,USD
CDELF,CDELF,2024-09-26,2024-07-31,,USD
CDELF,CDELF,2024-12-17,2024-10-31,,USD
CDELF,CDELF,2025-03-31,2025-01-31,,USD
CDEVF,CDEVF,2024-08-08,2024-06-30,,USD
CDEVF,CDEVF,2025-02-25,2024-12-31,,USD
CDEVF,CDEVF,2025-04-23,2025-03-31,,USD
CDEVY,CDEVY,2024-08-08,2024-06-30,,SGD
CDEVY,CDEVY,2025-02-25,2024-12-31,,SGD
CDEVY,CDEVY,2025-04-23,2025-03-31,,SGD
CDGLF,CDGLF,2024-08-14,2024-06-30,,USD
CDGLF,CDGLF,2025-02-28,2024-12-31,,USD
CDGLF,CDGLF,2025-04-24,2025-03-31,,USD
CDGLY,CDGLY,2024-08-14,2024-06-30,,USD
CDGLY,CDGLY,2025-02-28,2024-12-31,,USD
CDGLY,CDGLY,2025-04-24,2025-03-31,,USD
CDGXY,CDGXY,2024-06-26,2024-03-31,,CNY
CDGXY,CDGXY,2024-08-14,2024-06-30,,CNY
CDHSF,CDHSF,2024-07-27,2024-06-30,,SGD
CDHSF,CDHSF,2025-01-19,2024-12-31,,SGD
CDHSF,CDHSF,2025-04-25,2025-03-31,,SGD
CDLR,Cadeler AS,2024-08-27,2024-06-30,,USD
CDLR,Cadeler AS,2024-11-26,2024-09-30,,USD
CDLR,Cadeler AS,2025-03-24,2024-12-31,,USD
CDLX,Cardlytics Inc,2024-07-30,2024-06-30,-0.14,USD
CDLX,Cardlytics Inc,2024-11-06,2024-09-30,,USD
CDLX,Cardlytics Inc,2025-01-27,2024-12-31,,USD
CDLX,Cardlytics Inc,2025-04-30,2025-03-31,,USD
CDMGF,CDMGF,2024-07-22,2024-06-30,,EUR
CDMGF,CDMGF,2024-10-21,2024-09-30,,EUR
CDMGF,CDMGF,2025-02-05,2024-12-31,,EUR
CDMGF,CDMGF,2025-04-18,2025-03-31,,EUR
CDMO,Avid Bioservices Inc,2024-09-05,2024-07-31,,USD
CDMO,Avid Bioservices Inc,2024-12-05,2024-10-31,,USD
CDMO,Avid Bioservices Inc,2025-04-22,2025-01-31,,USD
CDNA,Caredx Inc,2024-08-06,2024-06-30,-0.15,USD
CDNA,Caredx Inc,2024-11-06,2024-09-30,,USD
CDNA,Caredx Inc,2025-02-26,2024-12-31,,USD
CDNAF,CDNAF,2024-08-08,2024-06-30,,CAD
CDNAF,CDNAF,2024-11-07,2024-09-30,,CAD
CDNAF,CDNAF,2025-02-13,2024-12-31,,CAD
CDNAF,CDNAF,2025-05-09,2025-03-31,,CAD
CDNIF,CDNIF,2024-07-24,2024-06-30,,USD
CDNIF,CDNIF,2024-11-06,2024-09-30,,USD
CDNIF,CDNIF,2025-02-03,2024-12-31,,USD
CDNMF,CDNMF,2024-08-30,2024-06-30,,CAD
CDNS,Cadence Design Systems Inc,2024-07-22,2024-06-30,1.22,USD
CDNS,Cadence Design Systems Inc,2024-10-21,2024-09-30,,USD
CDNS,Cadence Design Systems Inc,2025-02-10,2024-12-31,,USD
CDNS,Cadence Design Systems Inc,2025-05-02,2025-03-31,,USD
CDNTF,CDNTF,2024-08-08,2024-06-30,,CAD
CDNTF,CDNTF,2024-11-07,2024-09-30,,CAD
CDNTF,CDNTF,2025-02-13,2024-12-31,,CAD
CDNTF,CDNTF,2025-05-09,2025-03-31,,CAD
CDOAF,CDOAF,2024-07-12,2024-06-30,,SEK
CDOAF,CDOAF,2024-10-24,2024-09-30,,SEK
CDOAF,CDOAF,2025-02-13,2024-12-31,,SEK
CDOAF,CDOAF,2025-04-23,2025-03-31,,SEK
CDP,COPT Defense Properties,2024-07-25,2024-06-30,0.31,USD
CDP,COPT Defense Properties,2024-10-24,2024-09-30,,USD
CDP,COPT Defense Properties,2025-02-06,2024-12-31,,USD
CDP,COPT Defense Properties,2025-05-09,2025-03-31,,USD
CDPYF,CDPYF,2024-08-01,2024-06-30,,USD
CDPYF,CDPYF,2024-11-06,2024-09-30,,USD
CDPYF,CDPYF,2025-02-20,2024-12-31,,USD
CDPYF,CDPYF,2025-06-10,2025-03-31,,USD
CDRE,Cadre Holdings Inc,2024-08-06,2024-06-30,0.27,USD
CDRE,Cadre Holdings Inc,2025-05-30,2025-03-31,0.23,USD
CDRO,Codere Online Luxembourg S.A,2024-08-29,2024-06-30,-0.03,EUR
CDRO,Codere Online Luxembourg S.A,2024-11-13,2024-09-30,,EUR
CDRO,Codere Online Luxembourg S.A,2025-02-26,2024-12-31,,EUR
CDTAF,CDTAF,2024-11-27,2024-09-30,,USD
CDTAF,CDTAF,2025-02-26,2024-12-31,,USD
CDTAF,CDTAF,2025-05-28,2025-03-31,,USD
CDTX,Cidara Therapeutics Inc,2024-07-18,2024-06-30,-4.1,USD
CDTX,Cidara Therapeutics Inc,2024-10-31,2024-09-30,,USD
CDTX,Cidara Therapeutics Inc,2025-05-13,2025-03-31,,USD
CDUAF,CDUAF,2024-07-25,2024-06-30,,USD
CDUAF,CDUAF,2024-10-24,2024-09-30,,USD
CDUAF,CDUAF,2025-02-26,2024-12-31,,USD
CDUAF,CDUAF,2025-04-30,2025-03-31,,USD
CDUTF,CDUTF,2024-07-25,2024-06-30,,CAD
CDUTF,CDUTF,2024-10-24,2024-09-30,,CAD
CDUTF,CDUTF,2025-02-26,2024-12-31,,CAD
CDUTF,CDUTF,2025-04-30,2025-03-31,,CAD
CDW,CDW Corp,2024-07-31,2024-06-30,2.53,USD
CDW,CDW Corp,2024-10-30,2024-09-30,,USD
CDW,CDW Corp,2025-02-05,2024-12-31,,USD
CDW,CDW Corp,2025-05-21,2025-03-31,,USD
CDXC,Chromadex Corp,2024-08-07,2024-06-30,-0.02,USD
CDXC,Chromadex Corp,2024-11-06,2024-09-30,,USD
CDXC,Chromadex Corp,2025-03-04,2024-12-31,,USD
CDXC,Chromadex Corp,2025-05-06,2025-03-31,-0.02,USD
CDXFF,CDXFF,2024-08-27,2024-06-30,,CAD
CDXFF,CDXFF,2024-11-25,2024-09-30,,CAD
CDXFF,CDXFF,2025-04-28,2025-03-31,,CAD
CDXS,Codexis Inc,2024-08-01,2024-06-30,-0.27,USD
CDXS,Codexis Inc,2024-10-31,2024-09-30,,USD
CDXS,Codexis Inc,2025-02-26,2024-12-31,,USD
CDXS,Codexis Inc,2025-06-11,2025-03-31,-0.18,USD
CDZI,Cadiz Inc,2024-08-08,2024-06-30,,USD
CDZI,Cadiz Inc,2024-11-11,2024-09-30,,USD
CDZI,Cadiz Inc,2025-03-26,2024-12-31,,USD
CDZI,Cadiz Inc,2025-05-12,2025-03-31,,USD
CDZIP,Cadiz Inc,2024-08-08,2024-06-30,,USD
CDZIP,Cadiz Inc,2024-11-11,2024-09-30,,USD
CDZIP,Cadiz Inc,2025-03-26,2024-12-31,,USD
CDZIP,Cadiz Inc,2025-05-12,2025-03-31,,USD
CE,Celanese Corp - Series A,2024-08-05,2024-06-30,2.81,USD
CE,Celanese Corp - Series A,2024-11-04,2024-09-30,,USD
CE,Celanese Corp - Series A,2025-02-18,2024-12-31,,USD
CE,Celanese Corp - Series A,2025-05-06,2025-03-31,,USD
CEAD,CEA Industries Inc,2024-08-12,2024-06-30,,USD
CEAD,CEA Industries Inc,2024-11-12,2024-09-30,,USD
CEAD,CEA Industries Inc,2025-03-26,2024-12-31,,USD
CEBCF,CEBCF,2024-08-22,2024-06-30,,CNY
